Number of Cases,Street Address,Cluster Number,Recent Cases in Cluster,Total Cases in Cluster,Date,Month Number
1,serangoon avenue 4(blk 223a),27,11,38,18/09/2022,9
11,serangoon avenue 4(blk 224),27,11,38,18/09/2022,9
2,serangoon avenue 4(blk 225),27,11,38,18/09/2022,9
4,serangoon avenue 4(blk 226),27,11,38,18/09/2022,9
2,serangoon avenue 4(blk 228),27,11,38,18/09/2022,9
1,serangoon avenue 4(blk 229),27,11,38,18/09/2022,9
1,serangoon avenue 4(blk 230),27,11,38,18/09/2022,9
1,summer place,27,11,38,18/09/2022,9
1,tai yuan heights,27,11,38,18/09/2022,9
1,ang mo kio avenue 3(blk 102),28,16,37,18/09/2022,9
2,ang mo kio avenue 3(blk 103),28,16,37,18/09/2022,9
1,ang mo kio avenue 3(blk 129),28,16,37,18/09/2022,9
1,ang mo kio avenue 3(blk 130),28,16,37,18/09/2022,9
7,ang mo kio avenue 3(blk 131),28,16,37,18/09/2022,9
1,ang mo kio avenue 3(blk 132),28,16,37,18/09/2022,9
1,ang mo kio avenue 3(blk 133),28,16,37,18/09/2022,9
1,ang mo kio avenue 4(blk 110),28,16,37,18/09/2022,9
1,ang mo kio street 11(blk 104a),28,16,37,18/09/2022,9
1,mayflower avenue,28,16,37,18/09/2022,9
7,mayflower lane,28,16,37,18/09/2022,9
13,mayflower road,28,16,37,18/09/2022,9
2,bedok north avenue 2(blk 409),29,13,34,18/09/2022,9
1,bedok north avenue 3(blk 137),29,13,34,18/09/2022,9
4,bedok north avenue 3(blk 401),29,13,34,18/09/2022,9
17,bedok north avenue 3(blk 402),29,13,34,18/09/2022,9
2,bedok north avenue 3(blk 403),29,13,34,18/09/2022,9
1,bedok north avenue 3(blk 404),29,13,34,18/09/2022,9
1,bedok north road(blk 112),29,13,34,18/09/2022,9
2,bedok north road(blk 429a),29,13,34,18/09/2022,9
2,bedok north road(blk 430a),29,13,34,18/09/2022,9
1,bedok north street 2(blk 138),29,13,34,18/09/2022,9
1,bedok north street 2(blk 140),29,13,34,18/09/2022,9
1,jalan gelenggang,30,2,34,18/09/2022,9
1,jalan kuras,30,2,34,18/09/2022,9
4,jalan telang,30,2,34,18/09/2022,9
1,sembawang hills drive,30,2,34,18/09/2022,9
2,serenade walk,30,2,34,18/09/2022,9
4,thomson green,30,2,34,18/09/2022,9
2,thomson heights,30,2,34,18/09/2022,9
1,thomson hill,30,2,34,18/09/2022,9
8,thomson hills drive,30,2,34,18/09/2022,9
1,thomson hills terrace,30,2,34,18/09/2022,9
9,thomson terrace,30,2,34,18/09/2022,9
9,ghim moh link(blk 22),31,2,31,18/09/2022,9
3,ghim moh link(blk 23),31,2,31,18/09/2022,9
4,ghim moh link(blk 26),31,2,31,18/09/2022,9
3,ghim moh link(blk 27),31,2,31,18/09/2022,9
4,ghim moh link(blk 28),31,2,31,18/09/2022,9
1,ghim moh link(blk 29),31,2,31,18/09/2022,9
1,ghim moh link(blk 30),31,2,31,18/09/2022,9
3,ghim moh link(blk 32),31,2,31,18/09/2022,9
3,ghim moh link(blk 33),31,2,31,18/09/2022,9
3,jalan rajah(blk 101),32,2,28,18/09/2022,9
10,jalan rajah(blk 102),32,2,28,18/09/2022,9
3,jalan rajah(blk 103),32,2,28,18/09/2022,9
9,jalan rajah(blk 104),32,2,28,18/09/2022,9
1,jalan rajah(blk 106),32,2,28,18/09/2022,9
2,jalan rajah(blk 107),32,2,28,18/09/2022,9
1,jalan kesoma,33,2,26,18/09/2022,9
3,jalan rindu,33,2,26,18/09/2022,9
1,lorong gambir,33,2,26,18/09/2022,9
10,lorong ong lye,33,2,26,18/09/2022,9
3,lorong penchalak,33,2,26,18/09/2022,9
6,pillai road,33,2,26,18/09/2022,9
1,serangoon lane,33,2,26,18/09/2022,9
1,upper paya lebar road,33,2,26,18/09/2022,9
2,lorong 1 toa payoh(blk 100),34,2,26,18/09/2022,9
1,lorong 1 toa payoh(blk 103),34,2,26,18/09/2022,9
1,lorong 1 toa payoh(blk 104),34,2,26,18/09/2022,9
1,lorong 1 toa payoh(blk 105),34,2,26,18/09/2022,9
2,lorong 1 toa payoh(blk 106),34,2,26,18/09/2022,9
1,lorong 1 toa payoh(blk 125),34,2,26,18/09/2022,9
1,lorong 2 toa payoh(blk 99a),34,2,26,18/09/2022,9
2,lorong 2 toa payoh(blk 99b),34,2,26,18/09/2022,9
2,lorong 2 toa payoh(blk 101a),34,2,26,18/09/2022,9
3,lorong 2 toa payoh(blk 116),34,2,26,18/09/2022,9
1,lorong 2 toa payoh(blk 120),34,2,26,18/09/2022,9
1,lorong 2 toa payoh(blk 121),34,2,26,18/09/2022,9
2,lorong 2 toa payoh(blk 122),34,2,26,18/09/2022,9
1,lorong 3 toa payoh(blk 97),34,2,26,18/09/2022,9
5,lorong 3 toa payoh(trevista),34,2,26,18/09/2022,9
2,serangoon north avenue 1(blk 101),35,6,26,18/09/2022,9
2,serangoon north avenue 1(blk 103),35,6,26,18/09/2022,9
1,serangoon north avenue 1(blk 105),35,6,26,18/09/2022,9
1,serangoon north avenue 1(blk 107),35,6,26,18/09/2022,9
3,serangoon north avenue 1(blk 108),35,6,26,18/09/2022,9
3,serangoon north avenue 1(blk 109),35,6,26,18/09/2022,9
2,serangoon north avenue 1(blk 114),35,6,26,18/09/2022,9
1,serangoon north avenue 1(blk 118),35,6,26,18/09/2022,9
1,serangoon north avenue 1(blk 144),35,6,26,18/09/2022,9
3,serangoon north avenue 1(blk 147),35,6,26,18/09/2022,9
3,serangoon north avenue 1(blk 148),35,6,26,18/09/2022,9
1,serangoon north avenue 1(blk 154),35,6,26,18/09/2022,9
3,serangoon north avenue 1(blk 157),35,6,26,18/09/2022,9
2,bedok south avenue 1(casafina),36,6,23,18/09/2022,9
6,evergreen gardens,36,6,23,18/09/2022,9
3,jalan hajijah,36,6,23,18/09/2022,9
4,jalan hajijah(laguna green),36,6,23,18/09/2022,9
2,jalan kupang,36,6,23,18/09/2022,9
1,jalan remis,36,6,23,18/09/2022,9
